name,category_id,remains,rating,description,price
Reebok Dunk,6,21,4.66,"Reebok Dunk sneakers, designed for other performance and style.",351.26
Louis Vuitton Retro 1,3,194,3.03,"Louis Vuitton Retro 1 sneakers, designed for fashion performance and style.",341.0
Fila RS-Dreamer,6,101,3.7,"Fila RS-Dreamer sneakers, designed for other performance and style.",87.98
Louis Vuitton Gel-Lyte,5,4,3.21,"Louis Vuitton Gel-Lyte sneakers, designed for tennis performance and style.",468.28
Reebok Disruptor,3,198,4.62,"Reebok Disruptor sneakers, designed for fashion performance and style.",370.54
Louis Vuitton 990v5,4,28,3.31,"Louis Vuitton 990v5 sneakers, designed for running performance and style.",386.93
MSCHF Chuck 70,4,119,4.25,"MSCHF Chuck 70 sneakers, designed for running performance and style.",311.89
New Balance Air Max,3,176,3.77,"New Balance Air Max sneakers, designed for fashion performance and style.",81.64
Asics Classic Leather,6,112,4.89,"Asics Classic Leather sneakers, designed for other performance and style.",344.1
Nike Dunk,6,91,3.18,"Nike Dunk sneakers, designed for other performance and style.",167.41
Reebok Powerframe,3,161,4.26,"Reebok Powerframe sneakers, designed for fashion performance and style.",132.99
New Balance Air Max,5,158,3.89,"New Balance Air Max sneakers, designed for tennis performance and style.",301.3
Lanvin Dunk,1,54,4.45,"Lanvin Dunk sneakers, designed for basketball performance and style.",386.69
Fila Classic Leather,3,5,4.4,"Fila Classic Leather sneakers, designed for fashion performance and style.",89.27
Nike Dunk,6,54,4.53,"Nike Dunk sneakers, designed for other performance and style.",467.62
Reebok Powerframe,1,149,4.0,"Reebok Powerframe sneakers, designed for basketball performance and style.",331.72
Jordan React Infinity,4,199,3.83,"Jordan React Infinity sneakers, designed for running performance and style.",252.94
MSCHF Triple S,6,16,4.64,"MSCHF Triple S sneakers, designed for other performance and style.",139.02
Dior Gel-Lyte,2,91,3.84,"Dior Gel-Lyte sneakers, designed for lifestyle performance and style.",64.83
Louis Vuitton RS-Dreamer,5,126,3.62,"Louis Vuitton RS-Dreamer sneakers, designed for tennis performance and style.",343.42
Adidas Triple S,2,137,3.07,"Adidas Triple S sneakers, designed for lifestyle performance and style.",96.88
Jordan Chuck 70,4,160,4.07,"Jordan Chuck 70 sneakers, designed for running performance and style.",450.1
Lanvin Speedrunner,6,155,3.69,"Lanvin Speedrunner sneakers, designed for other performance and style.",485.25
MSCHF Disruptor,5,175,4.64,"MSCHF Disruptor sneakers, designed for tennis performance and style.",71.1
Converse Retro 1,2,200,3.52,"Converse Retro 1 sneakers, designed for lifestyle performance and style.",123.86
Converse Powerframe,1,158,4.19,"Converse Powerframe sneakers, designed for basketball performance and style.",57.35
MSCHF React Infinity,1,44,3.39,"MSCHF React Infinity sneakers, designed for basketball performance and style.",498.33
Fila RS-X,1,157,4.38,"Fila RS-X sneakers, designed for basketball performance and style.",153.7
Fila Gel-Lyte,1,137,4.39,"Fila Gel-Lyte sneakers, designed for basketball performance and style.",403.69
Lanvin React Infinity,6,136,3.56,"Lanvin React Infinity sneakers, designed for other performance and style.",158.53
Nike Disruptor,3,9,4.56,"Nike Disruptor sneakers, designed for fashion performance and style.",446.61
Lanvin React Infinity,1,108,4.4,"Lanvin React Infinity sneakers, designed for basketball performance and style.",374.97
Yeezy 990v5,6,20,4.49,"Yeezy 990v5 sneakers, designed for other performance and style.",429.84
Adidas Air Max,4,167,4.27,"Adidas Air Max sneakers, designed for running performance and style.",486.61
Louis Vuitton React Infinity,3,136,4.42,"Louis Vuitton React Infinity sneakers, designed for fashion performance and style.",256.55
Louis Vuitton Retro 1,5,72,3.2,"Louis Vuitton Retro 1 sneakers, designed for tennis performance and style.",484.73
Reebok Zoom Pegasus,5,72,4.47,"Reebok Zoom Pegasus sneakers, designed for tennis performance and style.",470.6
Dior Triple S,6,190,3.74,"Dior Triple S sneakers, designed for other performance and style.",206.1
Lanvin Chuck 70,3,81,4.62,"Lanvin Chuck 70 sneakers, designed for fashion performance and style.",272.32
Puma RS-Dreamer,5,20,3.09,"Puma RS-Dreamer sneakers, designed for tennis performance and style.",489.01
Converse Gel-Lyte,3,173,4.14,"Converse Gel-Lyte sneakers, designed for fashion performance and style.",431.34
Yeezy Powerframe,5,121,3.09,"Yeezy Powerframe sneakers, designed for tennis performance and style.",320.22
Puma Triple S,5,23,4.41,"Puma Triple S sneakers, designed for tennis performance and style.",204.18
Asics Classic Leather,6,184,3.85,"Asics Classic Leather sneakers, designed for other performance and style.",130.49
Louis Vuitton Zoom Pegasus,5,148,3.12,"Louis Vuitton Zoom Pegasus sneakers, designed for tennis performance and style.",383.45
Fila React Infinity,4,36,3.54,"Fila React Infinity sneakers, designed for running performance and style.",365.16
MSCHF Gel-Lyte,6,26,4.82,"MSCHF Gel-Lyte sneakers, designed for other performance and style.",424.18
Puma Triple S,3,34,3.89,"Puma Triple S sneakers, designed for fashion performance and style.",138.65
Dior Zoom Pegasus,4,30,3.42,"Dior Zoom Pegasus sneakers, designed for running performance and style.",334.63
Reebok Disruptor,2,134,3.71,"Reebok Disruptor sneakers, designed for lifestyle performance and style.",228.63
Asics Classic Leather,4,181,3.73,"Asics Classic Leather sneakers, designed for running performance and style.",351.28
Jordan Chuck 70,6,155,4.31,"Jordan Chuck 70 sneakers, designed for other performance and style.",474.14
Louis Vuitton React Infinity,3,68,4.95,"Louis Vuitton React Infinity sneakers, designed for fashion performance and style.",368.52
MSCHF Dunk,6,68,3.84,"MSCHF Dunk sneakers, designed for other performance and style.",73.98
New Balance React Infinity,4,40,4.65,"New Balance React Infinity sneakers, designed for running performance and style.",103.0
Dior Gel-Lyte,1,11,4.71,"Dior Gel-Lyte sneakers, designed for basketball performance and style.",454.07
Reebok Gel-Lyte,2,5,3.71,"Reebok Gel-Lyte sneakers, designed for lifestyle performance and style.",476.51
Lanvin Yeezy Boost,2,35,4.02,"Lanvin Yeezy Boost sneakers, designed for lifestyle performance and style.",195.12
Nike React Infinity,5,5,4.95,"Nike React Infinity sneakers, designed for tennis performance and style.",125.77
Adidas Gel-Lyte,2,114,4.81,"Adidas Gel-Lyte sneakers, designed for lifestyle performance and style.",337.49
Asics RS-X,6,94,3.11,"Asics RS-X sneakers, designed for other performance and style.",345.28
Yeezy Chuck 70,6,73,4.22,"Yeezy Chuck 70 sneakers, designed for other performance and style.",349.93
Yeezy Speedrunner,6,10,3.87,"Yeezy Speedrunner sneakers, designed for other performance and style.",307.25
Nike React Infinity,3,7,4.34,"Nike React Infinity sneakers, designed for fashion performance and style.",363.13
Louis Vuitton Air Max,4,132,3.79,"Louis Vuitton Air Max sneakers, designed for running performance and style.",469.25
Louis Vuitton Retro 1,1,132,3.74,"Louis Vuitton Retro 1 sneakers, designed for basketball performance and style.",211.19
Nike Speedrunner,6,165,4.59,"Nike Speedrunner sneakers, designed for other performance and style.",438.14
Adidas Disruptor,4,112,3.71,"Adidas Disruptor sneakers, designed for running performance and style.",151.43
Lanvin Disruptor,5,189,3.54,"Lanvin Disruptor sneakers, designed for tennis performance and style.",137.36
Adidas Classic Leather,1,197,3.76,"Adidas Classic Leather sneakers, designed for basketball performance and style.",85.05
Yeezy 990v5,1,140,3.89,"Yeezy 990v5 sneakers, designed for basketball performance and style.",149.81
Converse Classic Leather,2,135,3.42,"Converse Classic Leather sneakers, designed for lifestyle performance and style.",381.44
Asics Yeezy Boost,3,107,4.24,"Asics Yeezy Boost sneakers, designed for fashion performance and style.",353.13
Lanvin Retro 1,4,98,3.29,"Lanvin Retro 1 sneakers, designed for running performance and style.",161.99
Nike Classic Leather,6,136,3.04,"Nike Classic Leather sneakers, designed for other performance and style.",280.43
Yeezy Chuck 70,6,51,4.18,"Yeezy Chuck 70 sneakers, designed for other performance and style.",190.11
Puma RS-X,1,171,4.07,"Puma RS-X sneakers, designed for basketball performance and style.",60.83
Asics RS-X,2,141,3.94,"Asics RS-X sneakers, designed for lifestyle performance and style.",316.85
MSCHF Disruptor,6,121,4.26,"MSCHF Disruptor sneakers, designed for other performance and style.",160.03
Louis Vuitton Zoom Pegasus,6,138,4.59,"Louis Vuitton Zoom Pegasus sneakers, designed for other performance and style.",72.21
Asics Retro 1,3,27,3.96,"Asics Retro 1 sneakers, designed for fashion performance and style.",355.12
Jordan Disruptor,2,90,4.59,"Jordan Disruptor sneakers, designed for lifestyle performance and style.",254.79
Yeezy Dunk,1,104,4.17,"Yeezy Dunk sneakers, designed for basketball performance and style.",234.7
Jordan RS-X,2,94,3.2,"Jordan RS-X sneakers, designed for lifestyle performance and style.",350.98
New Balance RS-Dreamer,2,28,4.62,"New Balance RS-Dreamer sneakers, designed for lifestyle performance and style.",259.32
Jordan Yeezy Boost,1,6,3.83,"Jordan Yeezy Boost sneakers, designed for basketball performance and style.",400.0
New Balance Chuck 70,1,81,4.26,"New Balance Chuck 70 sneakers, designed for basketball performance and style.",165.95
Lanvin React Infinity,3,57,4.04,"Lanvin React Infinity sneakers, designed for fashion performance and style.",61.25
New Balance Classic Leather,2,17,3.14,"New Balance Classic Leather sneakers, designed for lifestyle performance and style.",162.55
New Balance Yeezy Boost,1,114,4.99,"New Balance Yeezy Boost sneakers, designed for basketball performance and style.",75.51
Yeezy Retro 1,6,147,4.06,"Yeezy Retro 1 sneakers, designed for other performance and style.",150.22
Jordan 990v5,1,81,4.1,"Jordan 990v5 sneakers, designed for basketball performance and style.",254.19
Jordan Retro 1,1,38,4.81,"Jordan Retro 1 sneakers, designed for basketball performance and style.",358.04
Reebok RS-Dreamer,4,75,4.83,"Reebok RS-Dreamer sneakers, designed for running performance and style.",453.45
Adidas Classic Leather,3,179,3.98,"Adidas Classic Leather sneakers, designed for fashion performance and style.",449.41
Converse Powerframe,5,21,3.75,"Converse Powerframe sneakers, designed for tennis performance and style.",337.16
Puma Dunk,2,15,3.79,"Puma Dunk sneakers, designed for lifestyle performance and style.",475.55
Adidas React Infinity,2,184,3.85,"Adidas React Infinity sneakers, designed for lifestyle performance and style.",442.42
Nike Yeezy Boost,4,188,3.56,"Nike Yeezy Boost sneakers, designed for running performance and style.",66.29
Yeezy Gel-Lyte,6,148,3.87,"Yeezy Gel-Lyte sneakers, designed for other performance and style.",277.06
Dior Air Max,4,124,3.0,"Dior Air Max sneakers, designed for running performance and style.",435.87
Puma React Infinity,1,12,4.44,"Puma React Infinity sneakers, designed for basketball performance and style.",248.48
Fila RS-X,4,42,4.49,"Fila RS-X sneakers, designed for running performance and style.",431.86
Jordan Triple S,4,55,3.02,"Jordan Triple S sneakers, designed for running performance and style.",482.69
Reebok RS-Dreamer,1,48,3.5,"Reebok RS-Dreamer sneakers, designed for basketball performance and style.",120.31
Yeezy Powerframe,3,177,3.46,"Yeezy Powerframe sneakers, designed for fashion performance and style.",288.46
MSCHF Classic Leather,2,90,4.59,"MSCHF Classic Leather sneakers, designed for lifestyle performance and style.",138.28
MSCHF Air Max,2,153,4.48,"MSCHF Air Max sneakers, designed for lifestyle performance and style.",263.77
Reebok Powerframe,2,188,3.83,"Reebok Powerframe sneakers, designed for lifestyle performance and style.",142.1
Reebok Chuck 70,3,103,3.6,"Reebok Chuck 70 sneakers, designed for fashion performance and style.",242.88
Converse Retro 1,5,74,4.99,"Converse Retro 1 sneakers, designed for tennis performance and style.",169.48
Converse Gel-Lyte,5,11,3.97,"Converse Gel-Lyte sneakers, designed for tennis performance and style.",190.07
Louis Vuitton Air Max,5,38,3.2,"Louis Vuitton Air Max sneakers, designed for tennis performance and style.",366.59
Nike Zoom Pegasus,4,170,3.9,"Nike Zoom Pegasus sneakers, designed for running performance and style.",126.69
Reebok Gel-Lyte,4,143,4.52,"Reebok Gel-Lyte sneakers, designed for running performance and style.",178.52
MSCHF Speedrunner,2,142,3.41,"MSCHF Speedrunner sneakers, designed for lifestyle performance and style.",467.0
Fila Speedrunner,6,153,3.23,"Fila Speedrunner sneakers, designed for other performance and style.",266.42
Nike Air Max,4,159,4.02,"Nike Air Max sneakers, designed for running performance and style.",101.0
Yeezy Chuck 70,4,114,4.09,"Yeezy Chuck 70 sneakers, designed for running performance and style.",357.23
Converse Speedrunner,1,180,3.21,"Converse Speedrunner sneakers, designed for basketball performance and style.",492.34
MSCHF RS-Dreamer,4,136,4.45,"MSCHF RS-Dreamer sneakers, designed for running performance and style.",231.75
Converse Chuck 70,5,190,3.93,"Converse Chuck 70 sneakers, designed for tennis performance and style.",96.04
Yeezy Powerframe,6,151,4.96,"Yeezy Powerframe sneakers, designed for other performance and style.",50.83
Dior Disruptor,5,182,3.63,"Dior Disruptor sneakers, designed for tennis performance and style.",91.37
Dior Gel-Lyte,5,153,3.98,"Dior Gel-Lyte sneakers, designed for tennis performance and style.",83.97
Jordan Classic Leather,5,99,4.85,"Jordan Classic Leather sneakers, designed for tennis performance and style.",231.77
Yeezy Gel-Lyte,5,143,4.4,"Yeezy Gel-Lyte sneakers, designed for tennis performance and style.",224.35
Adidas Chuck 70,6,56,4.5,"Adidas Chuck 70 sneakers, designed for other performance and style.",413.57
Converse Chuck 70,3,164,4.49,"Converse Chuck 70 sneakers, designed for fashion performance and style.",369.51
Puma RS-Dreamer,5,97,3.23,"Puma RS-Dreamer sneakers, designed for tennis performance and style.",437.66
Nike RS-Dreamer,4,103,3.53,"Nike RS-Dreamer sneakers, designed for running performance and style.",375.72
Dior Gel-Lyte,1,10,3.17,"Dior Gel-Lyte sneakers, designed for basketball performance and style.",146.09
Fila RS-Dreamer,1,168,3.36,"Fila RS-Dreamer sneakers, designed for basketball performance and style.",259.54
Converse Speedrunner,4,144,4.07,"Converse Speedrunner sneakers, designed for running performance and style.",178.12
Yeezy RS-X,1,65,4.18,"Yeezy RS-X sneakers, designed for basketball performance and style.",242.02
Jordan Powerframe,1,57,3.49,"Jordan Powerframe sneakers, designed for basketball performance and style.",319.22
New Balance Retro 1,2,166,4.58,"New Balance Retro 1 sneakers, designed for lifestyle performance and style.",273.67
Puma Air Max,6,142,3.56,"Puma Air Max sneakers, designed for other performance and style.",257.88
Fila Air Max,2,117,3.25,"Fila Air Max sneakers, designed for lifestyle performance and style.",153.8
